Gene	count	mean	std	min	25_percentile	50_percentile	75_percentile	max	cv	noise	lin_slope	lin_r	spearmans_rho
MRP4	14.0	-11.31653107609929	0.3042849998270323	-11.812278174203078	-11.539020982790339	-11.273779056689534	-11.125562923776291	-10.804085555552168	-0.026888540117181975	0.0007229935896333046	0.20133198312921138	0.7215152940638622	0.7146215382443696
MRPL6	14.0	-12.51703254519264	0.19288163676529704	-12.95980679399667	-12.589416891486483	-12.527879421683846	-12.369337224755283	-12.243881078018992	-0.015409533854681573	0.00023745373361857758	0.22817126006116156	0.5183272597551938	0.519957606679595
RPS0A	14.0	-7.185280154131051	0.4861303192406645	-8.388694795749677	-7.462412970936585	-7.078923997793643	-6.9079029516472525	-6.389987670715832	-0.06765641823460042	0.0045773909283351715	0.11480440753827736	0.6572997940037585	0.6736396579149434
MNS1	14.0	-15.112125505056644	0.17352570812024284	-15.503142730284205	-15.182418287897452	-15.066408096966668	-14.96941362757159	-14.915728876706941	-0.011482548107622564	0.00013184891104386652	-0.3874966350569157	-0.7919248793711507	-0.4687302562678123
ATO2	14.0	-14.24090168586279	1.6691347786474462	-16.22618676692576	-15.622465869796057	-14.87750466042723	-12.909209241746444	-10.988198435540738	-0.1172070993443082	0.013737504136706533	-0.020313748891005273	-0.39933163121179727	-0.632657777585517
SMC1	14.0	-13.67279844998144	0.2256903679378868	-14.05293432494831	-13.824818402203851	-13.766768546833962	-13.424124852449458	-13.379880824414359	-0.016506523427776643	0.00027246531567173913	-0.1552032477893813	-0.4125399920578062	-0.17161162387947224
SUI1	14.0	-17.117558076835866	1.0960774821919541	-18.688906321605774	-18.335342239436795	-16.71527842697305	-16.431658065766932	-15.2046020918135	-0.06403235071684717	0.004100141938325318	-0.00018534076064504214	-0.0023925687334606428	0.0332977777676588
VAM7	14.0	-12.335433843566863	0.265415546237495	-12.935364131072165	-12.429724840912455	-12.285197188417477	-12.141793652698988	-11.984858347842959	-0.021516514911708088	0.0004629604139457566	-0.22402423306176256	-0.7002829986432025	-0.4226256408972078
VPS17	14.0	-10.879948242841168	0.18869300042907375	-11.22484878931253	-11.028014925822717	-10.829200941207782	-10.730979825814918	-10.637426118380484	-0.017343189160227	0.00030078621024741533	-0.25028188191030026	-0.55620825270882	-0.44823931610309914
SEC61	14.0	-9.56598018522205	0.10682287159792811	-9.737411104468089	-9.642030924796689	-9.566108502226921	-9.492856858031864	-9.366921110852342	-0.011166955139939847	0.00012470088709742896	0.46329601404405524	0.5828744765692693	0.6787623929561216
SRP101	14.0	-10.360796727409063	0.16925509993929494	-10.697723445968082	-10.483706417166058	-10.319096558350232	-10.229090700697212	-10.152060892116177	-0.016336108543808944	0.0002668684423551076	-0.3238782728677944	-0.6456182592004414	-0.38164376056778154
STE5	14.0	-15.007133279685112	0.1597640756628405	-15.275693364665628	-15.140088375207306	-15.042073834224563	-14.881558045820203	-14.76683021835194	-0.010645875710260419	0.00011333466963831277	0.2398479790525503	0.45130216901267983	0.47385299130899056
YPT7	14.0	-9.233926901935943	0.3913884919367626	-10.197323227919625	-9.462800102375462	-9.214162065970413	-8.936279606131379	-8.704689910060665	-0.04238592053990658	0.0017965662600152746	-0.023757040976752658	-0.10950970899391345	-0.13062974355004603
MRT4	14.0	-11.172074936843412	0.18116801800731694	-11.561544414968862	-11.270650374900889	-11.181033331103276	-11.107030105617351	-10.862337930886582	-0.016216147764088005	0.0002629634483067364	0.3155283023678675	0.6732433622056847	0.3304164101559988
UFD4	14.0	-12.520100853878162	0.14303429345236257	-12.862252310016101	-12.588465120669916	-12.475815104637956	-12.411761825825762	-12.391603405921012	-0.01142437230512061	0.0001305162825660068	-0.4958837370747668	-0.8353572895788407	-0.5814304271737344
PRP40	14.0	-14.139517756875206	0.19171679499022207	-14.561599545214186	-14.244968334842374	-14.084559712570698	-14.020971614639597	-13.890403301475558	-0.013558934490322458	0.00018384470451285594	-0.3402036433619151	-0.7681593951489083	-0.5250803417207733
UBC6	14.0	-16.98695085917127	2.0936485416422426	-20.510307357817723	-17.584358554267226	-17.211520741607117	-15.027122468122275	-14.847099610079363	-0.12325040314765377	0.015190661876059183	-0.019926946218792294	-0.4913565546500693	-0.5353258118031298
RPT5	14.0	-9.65191153656919	0.2058788237156515	-10.148540387725976	-9.759940215336204	-9.592213517280978	-9.495672432545145	-9.411915659956152	-0.02133036786916428	0.000454984593433876	-0.06172090040358798	-0.1496566975747934	0.017929572644123967
RPT3	14.0	-9.041360733442305	0.17354945702515764	-9.500928232819158	-9.056987134408258	-8.982913758485982	-8.953825574918277	-8.874333946679185	-0.019195059476305443	0.00036845030829890337	-0.4404851072696857	-0.9003403520378	-0.6070441023796258
RPT1	14.0	-8.06272723086143	0.09737156867762997	-8.205078466675348	-8.161406406280328	-8.044381730287402	-8.01112377931142	-7.915100917707153	-0.012076753422207325	0.00014584797322079635	-0.26297752177673694	-0.3015803363802026	-0.11013880338533294
PDR5	14.0	-12.836024641510123	0.2564926160168389	-13.45496849036374	-12.985206765846662	-12.737541845902566	-12.646748651611379	-12.607221220222407	-0.019982247088196868	0.0003992901986937523	0.08253173758907534	0.24931481250291462	0.315048205032464
CSE1	14.0	-10.223037973699004	0.1539766573100449	-10.595492124439383	-10.299886427539459	-10.183567208808709	-10.128154208201785	-10.043562943731306	-0.01506173191434713	0.00022685576825966285	0.02528871930638554	0.04585998934491103	0.06915692305590672
CSE2	14.0	-10.643146038080843	0.22315979168822525	-11.236941962593741	-10.684452251402645	-10.633445537007674	-10.49548545529343	-10.355243941591501	-0.020967464966633598	0.0004396345871270072	-0.33407531134512225	-0.8780364706806387	-0.7504806835326174
DOM34	14.0	-11.438150086980176	0.2717920709645513	-11.954151090345468	-11.550171830806796	-11.444939855583169	-11.214686350430053	-10.991161290230957	-0.02376189059399797	0.0005646274446011292	-0.22464993575624023	-0.7191099663651693	-0.4226256408972078
MDL1	14.0	-11.875899491125498	0.13761152084417697	-12.16675178374632	-11.940998371852562	-11.865185313125895	-11.78232057811334	-11.685704161091799	-0.011587460886395166	0.00013426924979373784	0.06220141220536759	0.1008108474869176	0.32529367511482055
MDL2	14.0	-15.506279504612545	0.12388362219173434	-15.661416956463446	-15.617938794657748	-15.517846990270101	-15.39371998740534	-15.33866116080132	-0.007989255072751883	6.38281966174917e-05	-0.11308924313143014	-0.1650013200923551	-0.012806837602945691
RIB7	14.0	-12.793610911270523	0.289537776980927	-13.531552378813608	-12.86194505477559	-12.74249451158071	-12.622326131665176	-12.403581999199803	-0.022631435252252266	0.0005121818615768867	-0.23265022911404953	-0.7933429129074866	-0.3662755554442467
BUD2	14.0	-12.260365868021253	0.1538070310185672	-12.652006057366558	-12.306056501975155	-12.21575408664635	-12.157017455111166	-12.08059720755862	-0.012545060455311736	0.00015737854182742633	-0.4013469175651763	-0.7270233292237875	-0.41750290585602945
DUT1	14.0	-7.446497480286067	0.37382653095127305	-8.143372066029597	-7.692779476047235	-7.406476295214796	-7.105083189426253	-7.034957227861682	-0.05020165949709178	0.0025202066162619456	-0.08937875815991203	-0.393510806223536	-0.1613661537971157
YKL091C	14.0	-9.363969879333439	0.35601823824866535	-10.281808695723207	-9.369595114811936	-9.240378103417253	-9.156821261760497	-9.031256363079985	-0.038020011046213234	0.0014455212399541765	-0.19453652663449414	-0.81569092481185	-0.5763076921325562
GDH2	14.0	-9.700223945066396	0.9075352573307831	-11.363950610349676	-10.17595428720629	-9.774398120960953	-8.934300729219046	-8.34166128240758	-0.09355817581844202	0.008753132262474508	-0.07069233830513387	-0.7555932674367579	-0.6531487177502302
SNC2	14.0	-11.100258826161935	0.21163822738317248	-11.54867678909236	-11.181515389942781	-11.1004409329895	-10.903606940185897	-10.819441404176148	-0.01906606239526302	0.0003635147352600625	-0.30234448214973897	-0.7536130123601346	-0.6531487177502302
PPZ2	14.0	-11.615791025080089	0.13606542114702766	-11.991392594542484	-11.64233991254461	-11.578966219163672	-11.52618357207835	-11.485113829238061	-0.01171383170145225	0.0001372138531299477	-0.5234177514133066	-0.8387807287766716	-0.3765210255266033
SER1	14.0	-8.632091684704827	0.2013378902247732	-8.959959989538822	-8.753496349340812	-8.658037816737377	-8.575124353802625	-8.287428956011686	-0.023324345660220812	0.0005440251004774615	0.03830673626935393	0.09083493115669783	0.18697982900300708
NTF2	14.0	-7.149329455353381	0.40406212465211977	-7.971317286900802	-7.4467142969099545	-7.046684860701144	-6.8677598332469305	-6.585223638455877	-0.05651748561532021	0.003194226180277927	0.09514988103451293	0.4528022946061759	0.5097121365972385
SEC3	14.0	-12.896299182814571	0.18360956333403153	-13.322816403235509	-12.947324010920802	-12.821973622224112	-12.792378308937318	-12.673286274293384	-0.014237383975916678	0.00020270310247768897	-0.3587569505676352	-0.7757965569934209	-0.48409846139134716
SLC1	14.0	-9.553983342593897	0.17184514632522685	-9.767122343796075	-9.682887781924435	-9.566938246876944	-9.474697302617797	-9.15485046501887	-0.01798675381388838	0.00032352331276142823	-0.12553347240283272	-0.2540674557557486	-0.09477059826179811
