log-TPM	count	mean	std	min	25_percentile	50_percentile	75_percentile	max	cv	noise	lin_slope	lin_r	spearmans_rho
b2097	30.0	8.123130378735759	1.5461947207844842	5.43887729581398	6.8881878887169	8.192378154707157	9.428796512212632	10.60101930945925	0.1903446884014098	0.0362311004026298	-0.108905185174439	-0.4956578416830953	-0.5869395964676447
b2098	30.0	3.2517101992368205	0.6508077327348741	1.91842656903622	2.853757198181177	3.1365842355363975	3.6356966724304387	4.78199925008163	0.2001432147574588	0.040057306413450275	-0.16988471555949247	-0.32544398518267387	-0.5121815584035323
b2099	30.0	4.1919006363856814	0.46921125729123875	3.37704923933516	3.841244600641664	4.1430118103121245	4.522873105089881	5.11063160639425	0.11193281949922354	0.012528956081045756	-0.025162649832450663	-0.03475313877725754	-0.11547446950974515
b2100	30.0	3.91783233943622	0.5494485263983362	2.846083980535155	3.5949103891077003	3.810183986389985	4.319227368164455	5.336047335872195	0.14024299122442857	0.019668096587575148	0.038496547884291125	0.06226127888030071	-0.07631549719044813
b2101	30.0	4.891192061072312	0.41421615787927907	3.893521717268185	4.659063194511025	4.904421571041053	5.2087907439381125	5.64028844506828	0.08468613636661594	0.007171741692705071	0.052159272340198376	0.06359570667387679	0.07253309645506148
b2102	30.0	4.5352145531405075	0.7420998844151215	2.6641091620552597	4.050393787066467	4.568631204937899	5.0701298001240325	6.003497191103724	0.16363060131328042	0.026774973686145724	-0.1777154930641772	-0.38820121676826674	-0.26343308651163433
b2103	30.0	6.913218449170467	0.8405650956865635	3.80768870383387	6.604795856870188	7.15050686413562	7.506811575693623	8.03514582923869	0.12158809993736344	0.014783666046378282	-0.19628202087256827	-0.4856474472860636	-0.36466792972345324
b2104	30.0	6.965816150587047	1.0389940575323477	2.986694831100955	6.501581492097378	7.197855967388475	7.577452954612309	8.181702827172561	0.14915611251738048	0.022247545901297464	-0.16005531500888118	-0.48949966806846523	-0.36711536549340934
b2105	30.0	6.158882124594854	1.4286984992546303	2.551902129021605	5.650393883428756	6.573027646814808	7.1171963882013705	7.76009719223128	0.23197367157739093	0.05381178430509522	-0.12564222434065953	-0.5283788709174366	-0.3800200268259049
b2106	30.0	6.954285361356665	1.4840383409008802	2.961638414166205	6.3480151682948	7.172541315638178	7.90836988922284	9.40263265602371	0.21339911490364397	0.04553918224165865	-0.09070320687182501	-0.3962205540520486	-0.12704416587681014
